"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
422,"2019-08-01 06:49:58.2030","2019-08-01 06:57:01.1380",3496,"1 Ave & E 110 St",40.7923272,-73.9383,3521,"Lenox Ave & W 111 St",40.7987859,-73.9523,25212,"Subscriber",1979,1
883,"2019-08-01 06:50:02.4600","2019-08-01 07:04:46.0760",478,"11 Ave & W 41 St",40.76030096,-73.99884222,522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,17607,"Customer",1980,1
337,"2019-08-01 06:50:03.7480","2019-08-01 06:55:41.3380",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,17663,"Subscriber",1986,1
403,"2019-08-01 06:50:04.0890","2019-08-01 06:56:47.4070",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,14578,"Subscriber",1982,1
763,"2019-08-01 06:50:07.9680","2019-08-01 07:02:51.2280",359,"E 47 St & Park Ave",40.75510267,-73.97498696,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,38282,"Subscriber",1960,1
408,"2019-08-01 06:50:11.6290","2019-08-01 06:57:00.0720",3671,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,17152,"Subscriber",1955,1
260,"2019-08-01 06:50:11.8220","2019-08-01 06:54:32.7730",128,"MacDougal St & Prince St",40.72710258,-74.00297088,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,15304,"Subscriber",1987,2
227,"2019-08-01 06:50:12.1910","2019-08-01 06:53:59.4730",279,"Peck Slip & Front St",40.707873,-74.00167,360,"William St & Pine St",40.70717936,-74.00887308,18870,"Subscriber",1983,1
1791,"2019-08-01 06:50:12.4190","2019-08-01 07:20:03.4220",501,"FDR Drive & E 35 St",40.744219,-73.97121214,351,"Front St & Maiden Ln",40.70530954,-74.00612572,38601,"Subscriber",1966,2
333,"2019-08-01 06:50:12.8730","2019-08-01 06:55:46.2790",298,"3 Ave & Schermerhorn St",40.68683208,-73.9796772,310,"State St & Smith St",40.68926942,-73.98912867,27092,"Subscriber",1991,1
314,"2019-08-01 06:50:14.3210","2019-08-01 06:55:28.9430",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,17585,"Subscriber",1972,0
379,"2019-08-01 06:50:15.1500","2019-08-01 06:56:34.9870",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,3712,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889,27069,"Subscriber",1985,1
701,"2019-08-01 06:50:18.4690","2019-08-01 07:01:59.5870",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,39976,"Subscriber",1989,1
1272,"2019-08-01 06:50:20.1930","2019-08-01 07:11:32.8610",472,"E 32 St & Park Ave",40.7457121,-73.98194829,3461,"Murray St & Greenwich St",40.714851505262516,-74.01122331619263,35275,"Subscriber",1972,1
408,"2019-08-01 06:50:20.4920","2019-08-01 06:57:09.0070",3611,"Vernon Blvd & 47 Rd",40.7449067,-73.9534573,3611,"Vernon Blvd & 47 Rd",40.7449067,-73.9534573,25670,"Subscriber",1969,1
613,"2019-08-01 06:50:20.9380","2019-08-01 07:00:34.1600",3507,"Park Ave & E 124 St",40.8045555,-73.9396861,3367,"5 Ave & E 103 St",40.7922553,-73.95249933,24801,"Customer",1966,2
606,"2019-08-01 06:50:22.4360","2019-08-01 07:00:28.8910",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,3235,"E 41 St & Madison Ave",40.752165280621966,-73.97992193698882,35387,"Subscriber",1970,1
1419,"2019-08-01 06:50:23.9150","2019-08-01 07:14:03.5090",3288,"E 88 St & 1 Ave",40.778301,-73.9488134,533,"Broadway & W 38 St",40.75299641,-73.98721619,34235,"Subscriber",1956,2
580,"2019-08-01 06:50:27.5040","2019-08-01 07:00:07.9570",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,497,"E 17 St & Broadway",40.73704984,-73.99009296,14572,"Subscriber",1995,1
1443,"2019-08-01 06:50:32.4760","2019-08-01 07:14:36.3590",3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,536,"1 Ave & E 30 St",40.74144387,-73.97536082,25910,"Customer",1972,2
369,"2019-08-01 06:50:32.5890","2019-08-01 06:56:42.4070",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,3260,"Mercer St & Bleecker St",40.72706363348306,-73.99662137031554,32459,"Subscriber",1954,1
425,"2019-08-01 06:50:33.2690","2019-08-01 06:57:38.7260",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,35162,"Subscriber",1992,2
275,"2019-08-01 06:50:33.6600","2019-08-01 06:55:08.7410",3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,3168,"Central Park West & W 85 St",40.78472675,-73.96961715,16727,"Subscriber",1969,0
639,"2019-08-01 06:50:34.6300","2019-08-01 07:01:14.6220",3363,"E 102 St & Park Ave",40.7904828,-73.95033068,3538,"W 110 St & Amsterdam Ave",40.802692,-73.96295,39092,"Subscriber",1980,2
741,"2019-08-01 06:50:36.3470","2019-08-01 07:02:57.6920",486,"Broadway & W 29 St",40.7462009,-73.98855723,285,"Broadway & E 14 St",40.73454567,-73.99074142,26903,"Subscriber",1991,1
612,"2019-08-01 06:50:38.0230","2019-08-01 07:00:50.7110",3285,"W 87 St & Amsterdam Ave",40.78839,-73.9747,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,17701,"Subscriber",1962,1
182,"2019-08-01 06:50:39.7320","2019-08-01 06:53:42.6390",502,"Henry St & Grand St",40.714215,-73.981346,311,"Norfolk St & Broome St",40.7172274,-73.98802084,33044,"Subscriber",1981,1
512,"2019-08-01 06:50:41.1920","2019-08-01 06:59:13.5810",3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,27597,"Subscriber",1969,1
117,"2019-08-01 06:50:41.1970","2019-08-01 06:52:39.0850",3503,"Madison Ave & E 120 St",40.80295,-73.942954,3507,"Park Ave & E 124 St",40.8045555,-73.9396861,21117,"Subscriber",1985,1
426,"2019-08-01 06:50:42.7950","2019-08-01 06:57:49.0320",3312,"1 Ave & E 94 St",40.7817212,-73.94594,3747,"E 84 St & 3 Ave",40.77755374298887,-73.95512759685516,38602,"Subscriber",1967,1
212,"2019-08-01 06:50:46.0520","2019-08-01 06:54:18.8420",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,212,"W 16 St & The High Line",40.74334935,-74.00681753,34067,"Subscriber",1980,1
141,"2019-08-01 06:50:47.4600","2019-08-01 06:53:08.4730",3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,30795,"Subscriber",1967,1
98,"2019-08-01 06:50:50.4950","2019-08-01 06:52:29.4320",3562,"Classon Ave & St Marks Ave",40.6765198,-73.9596082,3569,"Franklin Ave & St Marks Ave",40.6758324,-73.9561677,39114,"Subscriber",1971,1
537,"2019-08-01 06:50:52.5300","2019-08-01 06:59:50.4630",3319,"14 St & 5 Ave",40.666287,-73.98895053,3398,"Smith St & 9 St",40.6746957,-73.99785768,30590,"Subscriber",1992,1
239,"2019-08-01 06:50:52.9240","2019-08-01 06:54:52.5370",238,"Bank St & Washington St",40.7361967,-74.00859207,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,30397,"Subscriber",1938,1
368,"2019-08-01 06:50:53.3060","2019-08-01 06:57:01.6440",3538,"W 110 St & Amsterdam Ave",40.802692,-73.96295,3295,"Central Park W & W 96 St",40.79127,-73.964839,34069,"Customer",1969,0
271,"2019-08-01 06:50:53.4500","2019-08-01 06:55:24.6320",545,"E 23 St & 1 Ave",40.736502,-73.97809472,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,18518,"Subscriber",1989,1
1205,"2019-08-01 06:50:57.6960","2019-08-01 07:11:03.4180",392,"Jay St & Tech Pl",40.695065,-73.987167,545,"E 23 St & 1 Ave",40.736502,-73.97809472,26106,"Subscriber",1973,1
1639,"2019-08-01 06:50:58.0620","2019-08-01 07:18:17.8630",3357,"W 106 St & Amsterdam Ave",40.8008363,-73.9664492472,533,"Broadway & W 38 St",40.75299641,-73.98721619,38377,"Subscriber",1980,1
295,"2019-08-01 06:50:58.3710","2019-08-01 06:55:53.9180",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,21259,"Subscriber",1993,2
357,"2019-08-01 06:51:00.1220","2019-08-01 06:56:57.2400",3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,490,"8 Ave & W 33 St",40.751551,-73.993934,38072,"Subscriber",1973,1
575,"2019-08-01 06:51:00.9380","2019-08-01 07:00:36.4750",350,"Clinton St & Grand St",40.71559509,-73.9870295,504,"1 Ave & E 16 St",40.73221853,-73.98165557,38504,"Subscriber",1962,2
411,"2019-08-01 06:51:01.4050","2019-08-01 06:57:52.7280",3377,"Carroll St & Bond St",40.6786115,-73.99037292,3335,"Union St & 4 Ave",40.6772744,-73.98282002,38146,"Subscriber",1983,2
367,"2019-08-01 06:51:01.9380","2019-08-01 06:57:09.2890",3440,"Fulton St & Adams St",40.692418292578466,-73.98949474096298,3298,"Warren St & Court St",40.686371,-73.99383324,21809,"Subscriber",1984,2
464,"2019-08-01 06:51:03.9230","2019-08-01 06:58:48.7820",3177,"W 84 St & Broadway",40.7867947,-73.977112,3295,"Central Park W & W 96 St",40.79127,-73.964839,19077,"Subscriber",1977,2
481,"2019-08-01 06:51:07.9690","2019-08-01 06:59:09.4550",328,"Watts St & Greenwich St",40.72405549,-74.00965965,3783,"Cliff St & Fulton St",40.70838,-74.00495,29983,"Subscriber",1959,1
407,"2019-08-01 06:51:09.9810","2019-08-01 06:57:57.8720",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,25540,"Subscriber",1979,1
429,"2019-08-01 06:51:11.6250","2019-08-01 06:58:20.9190",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,39956,"Subscriber",1975,1
639,"2019-08-01 06:51:12.7090","2019-08-01 07:01:52.0850",3412,"Pacific St & Nevins St",40.6853761,-73.98302136,3330,"Henry St & Bay St",40.6725058,-74.00494695,38197,"Subscriber",1971,1
192,"2019-08-01 06:51:13.7330","2019-08-01 06:54:25.9050",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,458,"11 Ave & W 27 St",40.751396,-74.005226,25638,"Subscriber",1987,1
232,"2019-08-01 06:51:17.6010","2019-08-01 06:55:10.1130",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,34131,"Subscriber",1973,1
1384,"2019-08-01 06:51:17.7550","2019-08-01 07:14:21.8230",514,"12 Ave & W 40 St",40.76087502,-74.00277668,351,"Front St & Maiden Ln",40.70530954,-74.00612572,28915,"Subscriber",1976,1
959,"2019-08-01 06:51:18.0560","2019-08-01 07:07:17.1750",3461,"Murray St & Greenwich St",40.714851505262516,-74.01122331619263,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,28551,"Subscriber",1976,1
539,"2019-08-01 06:51:19.3310","2019-08-01 07:00:18.8390",3398,"Smith St & 9 St",40.6746957,-73.99785768,3319,"14 St & 5 Ave",40.666287,-73.98895053,31784,"Subscriber",1991,1
395,"2019-08-01 06:51:19.5810","2019-08-01 06:57:54.6490",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,32763,"Subscriber",1988,2
420,"2019-08-01 06:51:21.4980","2019-08-01 06:58:22.4750",3420,"Douglass St & 3 Ave",40.6802133,-73.98432695,310,"State St & Smith St",40.68926942,-73.98912867,27958,"Subscriber",1973,1
456,"2019-08-01 06:51:22.1170","2019-08-01 06:58:58.5140",496,"E 16 St & 5 Ave",40.73726186,-73.99238967,459,"W 20 St & 11 Ave",40.746745,-74.007756,26577,"Subscriber",1992,1
392,"2019-08-01 06:51:22.8050","2019-08-01 06:57:55.3610",238,"Bank St & Washington St",40.7361967,-74.00859207,3664,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915,35322,"Subscriber",1995,1
291,"2019-08-01 06:51:22.8520","2019-08-01 06:56:13.9140",3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,39499,"Subscriber",1986,1
347,"2019-08-01 06:51:23.1700","2019-08-01 06:57:10.4990",503,"E 20 St & Park Ave",40.73827428,-73.98751968,517,"Pershing Square South",40.751581,-73.97791,31546,"Subscriber",1983,1
965,"2019-08-01 06:51:23.4140","2019-08-01 07:07:29.4100",309,"Murray St & West St",40.7149787,-74.013012,434,"9 Ave & W 18 St",40.74317449,-74.00366443,35075,"Subscriber",1968,1
588,"2019-08-01 06:51:24.8420","2019-08-01 07:01:13.6320",285,"Broadway & E 14 St",40.73454567,-73.99074142,266,"Avenue D & E 8 St",40.72368361,-73.97574813,21162,"Subscriber",1993,2
282,"2019-08-01 06:51:25.4310","2019-08-01 06:56:07.8360",454,"E 51 St & 1 Ave",40.75455731,-73.96592976,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,29142,"Subscriber",1981,1
489,"2019-08-01 06:51:25.7590","2019-08-01 06:59:35.3660",3284,"E 88 St & Park Ave",40.781410700190015,-73.95595908164978,3290,"E 89 St & York Ave",40.7779453,-73.946041,31027,"Customer",2000,1
616,"2019-08-01 06:51:26.4650","2019-08-01 07:01:42.5600",2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,38374,"Subscriber",1982,2
374,"2019-08-01 06:51:27.9890","2019-08-01 06:57:42.3740",293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,394,"E 9 St & Avenue C",40.72521311,-73.97768752,17407,"Subscriber",1981,1
313,"2019-08-01 06:51:28.1500","2019-08-01 06:56:41.9440",317,"E 6 St & Avenue B",40.72453734,-73.98185424,3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,38908,"Subscriber",1992,1
1033,"2019-08-01 06:51:29.7300","2019-08-01 07:08:43.4070",3002,"South End Ave & Liberty St",40.711512,-74.015756,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,31671,"Subscriber",1995,1
385,"2019-08-01 06:51:30.6420","2019-08-01 06:57:55.9290",3766,"Sharon St & Olive St",40.715353,-73.93856,3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,39732,"Subscriber",1990,2
944,"2019-08-01 06:51:34.4350","2019-08-01 07:07:19.1190",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,459,"W 20 St & 11 Ave",40.746745,-74.007756,31499,"Subscriber",1955,2
478,"2019-08-01 06:51:35.1550","2019-08-01 06:59:33.2770",262,"Washington Park",40.6917823,-73.9737299,3674,"Jay St & York St",40.701403172577244,-73.98672670125961,38368,"Subscriber",1979,1
688,"2019-08-01 06:51:37.1920","2019-08-01 07:03:05.9540",515,"W 43 St & 10 Ave",40.76009437,-73.99461843,402,"Broadway & E 22 St",40.7403432,-73.98955109,26556,"Subscriber",1981,1
295,"2019-08-01 06:51:38.3860","2019-08-01 06:56:34.3090",3369,"E 82 St & East End Ave",40.7724607,-73.9468208,3135,"E 75 St & 3 Ave",40.77112927,-73.95772297,39421,"Subscriber",1996,1
730,"2019-08-01 06:51:38.5190","2019-08-01 07:03:48.6420",3282,"5 Ave & E 88 St",40.78307,-73.95939,3235,"E 41 St & Madison Ave",40.752165280621966,-73.97992193698882,30292,"Subscriber",1973,1
292,"2019-08-01 06:51:38.6680","2019-08-01 06:56:31.5790",3168,"Central Park West & W 85 St",40.78472675,-73.96961715,3163,"Central Park West & W 68 St",40.7734066,-73.97782542,38351,"Subscriber",1974,1
435,"2019-08-01 06:51:41.5590","2019-08-01 06:58:57.1870",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,426,"West St & Chambers St",40.71754834,-74.01322069,38127,"Subscriber",1988,1
266,"2019-08-01 06:51:43.2640","2019-08-01 06:56:10.1080",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,38871,"Subscriber",1981,1
429,"2019-08-01 06:51:43.9740","2019-08-01 06:58:53.4230",394,"E 9 St & Avenue C",40.72521311,-73.97768752,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,32819,"Subscriber",1990,1
1970,"2019-08-01 06:51:44.2830","2019-08-01 07:24:34.9000",3377,"Carroll St & Bond St",40.6786115,-73.99037292,3377,"Carroll St & Bond St",40.6786115,-73.99037292,15275,"Subscriber",1962,1
889,"2019-08-01 06:51:45.0170","2019-08-01 07:06:34.8990",3360,"Amsterdam Ave & W 79 St",40.7829391,-73.9786517,3343,"W 107 St & Columbus Ave",40.7997568,-73.9621128676,18214,"Subscriber",1983,2
231,"2019-08-01 06:51:45.6620","2019-08-01 06:55:37.5400",3691,"28 Ave & 44 St",40.76408932350688,-73.91065120697021,3721,"31 St & Newtown Ave",40.7675487799971,-73.9209334552288,35323,"Subscriber",1978,1
633,"2019-08-01 06:51:46.6100","2019-08-01 07:02:19.6910",307,"Canal St & Rutgers St",40.71427487,-73.98990025,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,34270,"Subscriber",1974,2
309,"2019-08-01 06:51:46.7230","2019-08-01 06:56:56.6380",3168,"Central Park West & W 85 St",40.78472675,-73.96961715,3434,"W 88 St & West End Ave",40.79025417330419,-73.97718340158461,19482,"Subscriber",1988,2
78,"2019-08-01 06:51:47.7930","2019-08-01 06:53:06.2680",311,"Norfolk St & Broome St",40.7172274,-73.98802084,350,"Clinton St & Grand St",40.71559509,-73.9870295,39019,"Subscriber",1976,1
189,"2019-08-01 06:51:48.2590","2019-08-01 06:54:57.3280",387,"Centre St & Chambers St",40.71273266,-74.0046073,3690,"Park Pl & Church St",40.71334184275907,-74.00935515761375,35209,"Subscriber",1971,1
708,"2019-08-01 06:51:48.3520","2019-08-01 07:03:36.9670",3057,"Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416,270,"Adelphi St & Myrtle Ave",40.69308257,-73.97178913,16014,"Subscriber",1984,1
425,"2019-08-01 06:51:49.5020","2019-08-01 06:58:54.8900",3328,"W 100 St & Manhattan Ave",40.795,-73.9645,3367,"5 Ave & E 103 St",40.7922553,-73.95249933,30272,"Subscriber",1986,1
270,"2019-08-01 06:51:50.9930","2019-08-01 06:56:21.5580",3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712,3452,"Bayard St & Leonard St",40.71915571696044,-73.94885390996933,27775,"Subscriber",1982,1
1146,"2019-08-01 06:51:52.4070","2019-08-01 07:10:58.6310",450,"W 49 St & 8 Ave",40.76227205,-73.98788205,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,38538,"Subscriber",1979,1
306,"2019-08-01 06:51:53.1260","2019-08-01 06:57:00.0460",308,"St James Pl & Oliver St",40.71307916,-73.99851193,319,"Fulton St & Broadway",40.711066,-74.009447,26608,"Subscriber",1997,2
923,"2019-08-01 06:51:54.0810","2019-08-01 07:07:17.1460",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,459,"W 20 St & 11 Ave",40.746745,-74.007756,18312,"Subscriber",1960,1
481,"2019-08-01 06:51:56.9700","2019-08-01 06:59:58.8540",2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,3708,"W 13 St & 5 Ave",40.735445,-73.99431,33900,"Subscriber",1965,1
1476,"2019-08-01 06:51:57.5300","2019-08-01 07:16:34.0910",3411,"Bond St & Bergen St",40.6849668,-73.98620772,321,"Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,30041,"Subscriber",1968,1
359,"2019-08-01 06:52:00.2950","2019-08-01 06:58:00.2450",3499,"2 Ave & E 122 St",40.8006721,-73.9349,3496,"1 Ave & E 110 St",40.7923272,-73.9383,32836,"Subscriber",1974,1
93,"2019-08-01 06:52:00.5690","2019-08-01 06:53:34.2680",3311,"Columbia St & Kane St",40.68763155,-74.0016256,398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,25738,"Subscriber",1996,2
572,"2019-08-01 06:52:01.2900","2019-08-01 07:01:33.4230",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,28122,"Subscriber",1983,1
506,"2019-08-01 06:52:02.6750","2019-08-01 07:00:29.5650",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,459,"W 20 St & 11 Ave",40.746745,-74.007756,32970,"Subscriber",1984,2
343,"2019-08-01 06:52:05.2770","2019-08-01 06:57:48.9810",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,402,"Broadway & E 22 St",40.7403432,-73.98955109,32738,"Subscriber",1982,1
204,"2019-08-01 06:52:06.7400","2019-08-01 06:55:31.2250",195,"Liberty St & Broadway",40.70905623,-74.01043382,337,"Old Slip & Front St",40.7037992,-74.00838676,38147,"Subscriber",1962,1
190,"2019-08-01 06:52:07.1840","2019-08-01 06:55:17.5980",3148,"E 84 St & 1 Ave",40.77565541,-73.95068615,3370,"E 78 St & 2 Ave",40.7727966,-73.95577801,32512,"Subscriber",1960,1
391,"2019-08-01 06:52:12.5870","2019-08-01 06:58:43.7280",531,"Forsyth St & Broome St",40.71893904,-73.99266288,3260,"Mercer St & Bleecker St",40.72706363348306,-73.99662137031554,15751,"Subscriber",1995,1
389,"2019-08-01 06:52:13.0140","2019-08-01 06:58:42.4250",264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,3664,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915,30491,"Subscriber",1995,1
124,"2019-08-01 06:52:14.7820","2019-08-01 06:54:19.5000",465,"Broadway & W 41 St",40.75513557,-73.98658032,362,"Broadway & W 37 St",40.75172632,-73.98753523,38167,"Subscriber",1978,2
1344,"2019-08-01 06:52:16.5250","2019-08-01 07:14:41.3230",3082,"Hope St & Union Ave",40.71167351,-73.95141312,79,"Franklin St & W Broadway",40.71911552,-74.00666661,28726,"Subscriber",1994,1
583,"2019-08-01 06:52:16.5620","2019-08-01 07:02:00.0560",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,3664,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915,32917,"Subscriber",1994,1
624,"2019-08-01 06:52:17.2770","2019-08-01 07:02:41.8060",3134,"3 Ave & E 62 St",40.76312584,-73.96526895,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,33892,"Subscriber",1959,0
367,"2019-08-01 06:52:17.4920","2019-08-01 06:58:25.0630",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,31639,"Subscriber",1993,1
350,"2019-08-01 06:52:18.1910","2019-08-01 06:58:08.6260",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,394,"E 9 St & Avenue C",40.72521311,-73.97768752,26111,"Subscriber",1990,1
221,"2019-08-01 06:52:18.3700","2019-08-01 06:55:59.8830",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,458,"11 Ave & W 27 St",40.751396,-74.005226,20970,"Subscriber",1965,1
1028,"2019-08-01 06:52:18.9840","2019-08-01 07:09:27.1020",3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,426,"West St & Chambers St",40.71754834,-74.01322069,16462,"Subscriber",1998,1
448,"2019-08-01 06:52:21.3720","2019-08-01 06:59:50.0070",3002,"South End Ave & Liberty St",40.711512,-74.015756,328,"Watts St & Greenwich St",40.72405549,-74.00965965,26599,"Subscriber",1989,2
1343,"2019-08-01 06:52:21.6420","2019-08-01 07:14:44.8220",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,39289,"Subscriber",1988,1
590,"2019-08-01 06:52:23.2440","2019-08-01 07:02:13.5030",359,"E 47 St & Park Ave",40.75510267,-73.97498696,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,20294,"Subscriber",1964,1
1879,"2019-08-01 06:52:23.9730","2019-08-01 07:23:43.9120",520,"W 52 St & 5 Ave",40.75992262,-73.97648516,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,25514,"Subscriber",1968,1
250,"2019-08-01 06:52:24.2090","2019-08-01 06:56:34.4250",419,"Carlton Ave & Park Ave",40.69580705,-73.97355569,239,"Willoughby St & Fleet St",40.69196566,-73.9813018,31374,"Subscriber",1973,1
523,"2019-08-01 06:52:25.1240","2019-08-01 07:01:08.8580",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,238,"Bank St & Washington St",40.7361967,-74.00859207,39878,"Subscriber",1993,2
765,"2019-08-01 06:52:26.4990","2019-08-01 07:05:11.5700",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,3733,"Avenue C & E 18 St",40.730563,-73.973984,32426,"Subscriber",1968,1
475,"2019-08-01 06:52:28.2990","2019-08-01 07:00:23.9370",490,"8 Ave & W 33 St",40.751551,-73.993934,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,35138,"Subscriber",1963,1
581,"2019-08-01 06:52:29.0810","2019-08-01 07:02:10.2380",3288,"E 88 St & 1 Ave",40.778301,-73.9488134,3490,"E 116 St & 2 Ave",40.796879,-73.937261,20870,"Subscriber",1983,1
551,"2019-08-01 06:52:29.1540","2019-08-01 07:01:40.6510",3376,"E 65 St & 2 Ave",40.76471851944339,-73.96222069859505,469,"Broadway & W 53 St",40.76344058,-73.98268129,19445,"Subscriber",1985,1
2116,"2019-08-01 06:52:31.3210","2019-08-01 07:27:47.5820",127,"Barrow St & Hudson St",40.73172428,-74.00674436,489,"10 Ave & W 28 St",40.75066386,-74.00176802,38791,"Subscriber",1981,1
617,"2019-08-01 06:52:31.3600","2019-08-01 07:02:49.1830",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,3798,"W 40 St & 5 Ave",40.752269,-73.982079,15102,"Subscriber",1989,2
209,"2019-08-01 06:52:31.8640","2019-08-01 06:56:00.8980",167,"E 39 St & 3 Ave",40.7489006,-73.97604882,359,"E 47 St & Park Ave",40.75510267,-73.97498696,29023,"Subscriber",1993,1
1995,"2019-08-01 06:52:33.5140","2019-08-01 07:25:48.5580",3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,304,"Broadway & Battery Pl",40.70463334,-74.01361706,30413,"Subscriber",1967,1
1207,"2019-08-01 06:52:34.6590","2019-08-01 07:12:42.3220",266,"Avenue D & E 8 St",40.72368361,-73.97574813,469,"Broadway & W 53 St",40.76344058,-73.98268129,29924,"Subscriber",1984,1
430,"2019-08-01 06:52:34.9650","2019-08-01 06:59:45.5720",440,"E 45 St & 3 Ave",40.75255434,-73.97282625,485,"W 37 St & 5 Ave",40.75038009,-73.98338988,17460,"Subscriber",1994,2
356,"2019-08-01 06:52:36.0810","2019-08-01 06:58:32.4170",3348,"Coffey St & Conover St",40.677236,-74.015665,3330,"Henry St & Bay St",40.6725058,-74.00494695,29897,"Subscriber",1963,1
502,"2019-08-01 06:52:38.3370","2019-08-01 07:01:01.2760",3616,"Steinway St & 28 Ave",40.7656251,-73.9136695,3609,"Vernon Blvd & 31 Ave",40.7692475,-73.9354504,33247,"Subscriber",1984,2
